Title,Date
"100 Humans: Sæson 1: Hvad gør os attraktive?","28/03/2020"
"The Rain: Sæson 1: Undgå byen","27/03/2020"
"The Rain: Sæson 1: Bliv sammen","27/03/2020"
"Shadowhunters: The Mortal Instruments: Sæson 2: Day of Atonement","26/03/2020"
"Venner: Sæson 8: The One with the Baby Shower","26/03/2020"
"Ninjago: Masters of Spinjitzu: Elementernes turnering: Fjender","26/03/2020"
"Narcos: Mexico: Sæson 1: Camelot","26/03/2020"
"Narcos: Sæson 2: Vores landejendom","26/03/2020"
"NSU – terrorgruppen","26/03/2020"
"Brooklyn Nine-Nine: Sæson 1: Halloween","26/03/2020"
"Brooklyn Nine-Nine: Sæson 1: Pilotepisode","26/03/2020"
"The B-Side: Elsa Dorfman's Portrait Photography","26/03/2020"
"Dollars: Sæson 1: The Best Things In Life","25/03/2020"
"Brevet til kongen: Sæson 1: Truslen vokser","24/03/2020"
"The Rain: Sæson 1: Bliv indendørs","21/03/2020"
"Pokémon – serien: Indigo League: Sæson 1: Ash fanger en Pokémon","21/03/2020"
"Pokémon – serien: Indigo League: Sæson 1: Pokémon-nødsituation","21/03/2020"
"Pandemi: Sæson 1: Den jagter os","21/03/2020"
"Brooklyn Nine-Nine: Sæson 5: Jake & Amy","21/03/2020"
"Brooklyn Nine-Nine: Sæson 5: White Whale","21/03/2020"
"Brooklyn Nine-Nine: Sæson 5: Show Me Going","21/03/2020"
"Brooklyn Nine-Nine: Sæson 5: Bachelor/ette Party","21/03/2020"
"Brooklyn Nine-Nine: Sæson 5: Gray Star Mutual","21/03/2020"
"Brooklyn Nine-Nine: Sæson 5: DFW","20/03/2020"
"Lucifer: Sæson 4: Who's da New King of Hell?","20/03/2020"
"Lucifer: Sæson 4: Save Lucifer","19/03/2020"
"Lucifer: Sæson 4: Super Bad Boyfriend","19/03/2020"
"Lucifer: Sæson 4: Devil Is as Devil Does","18/03/2020"
"Brooklyn Nine-Nine: Sæson 5: NutriBoom","17/03/2020"
"Dollars: Sæson 1: A Taste of Your Own Medicine","14/03/2020"
"Dollars: Sæson 1: I Only Exist For Me","13/03/2020"
"Dollars: Sæson 1: Company Slut","13/03/2020"
"Dollars: Sæson 1: Private As A Circus","13/03/2020"
"Dollars: Sæson 1: Guilt is for Insecure People","13/03/2020"
"Brooklyn Nine-Nine: Sæson 5: The Puzzle Master","12/03/2020"
"Lucifer: Sæson 4: Orgy Pants to Work","12/03/2020"
"Riverdale: Sæson 4: Kapitel 73: The Locked Room","12/03/2020"
"Dollars: Sæson 1: Spit It Out","12/03/2020"
"Dollars: Sæson 1: I Hardly Recognized You","11/03/2020"
"Prinsesse Mononoke","11/03/2020"
"Lucifer: Sæson 4: Expire Erect","10/03/2020"
"Lucifer: Sæson 4: All About Eve","10/03/2020"
"Brooklyn Nine-Nine: Sæson 5: The Box","08/03/2020"
"Riverdale: Sæson 4: Kapitel 72: To Die For","08/03/2020"
"Riverdale: Sæson 4: Kapitel 71: How To Get Away With Murder","08/03/2020"
"Queer Eye: Sæson 4: Farm to Able","20/02/2020"
"Queer Eye: Sæson 4: Soldier Returns Home","20/02/2020"
"Queer Eye: Sæson 4: A Tale of Two Cultures","20/02/2020"
"Queer Eye: Sæson 4: On Golden Kenny","20/02/2020"
"Ashley Garcia: Genial og forelsket: Del 1: Haptik","20/02/2020"
"Ashley Garcia: Genial og forelsket: Del 1: Flaskehalsen","19/02/2020"
"Baby: Sæson 1: Superkræfter","19/02/2020"
"Ashley Garcia: Genial og forelsket: Del 1: Mintpastil","18/02/2020"
"Totally Spies!: Sæson 1: Den nye Jerry","17/02/2020"
"Totally Spies!: Sæson 1: Dronning for en dag","17/02/2020"
"Brooklyn Nine-Nine: Sæson 5: The Negotiation","17/02/2020"
"Brooklyn Nine-Nine: Sæson 5: Safe House","17/02/2020"
"Locke & Key: Sæson 1: Crown of Shadows","17/02/2020"
"Locke & Key: Sæson 1: Echoes","17/02/2020"
"Locke & Key: Sæson 1: Ray of F**king Sunshine","17/02/2020"
"Locke & Key: Sæson 1: Dissection","16/02/2020"
"Locke & Key: Sæson 1: The Black Door","16/02/2020"
"Locke & Key: Sæson 1: Family Tree","16/02/2020"
"Locke & Key: Sæson 1: The Keepers of the Keys","16/02/2020"
"Brooklyn Nine-Nine: Sæson 5: The Favor","16/02/2020"
"Brooklyn Nine-Nine: Sæson 5: Game Night","16/02/2020"
"Brooklyn Nine-Nine: Sæson 5: 99","16/02/2020"
"Locke & Key: Sæson 1: Head Games","15/02/2020"
"Brooklyn Nine-Nine: Sæson 5: Return to Skyfire","15/02/2020"
"Brooklyn Nine-Nine: Sæson 5: Two Turkeys","15/02/2020"
"Locke & Key: Sæson 1: Trapper / Keeper","15/02/2020"
"Locke & Key: Sæson 1: Welcome to Matheson","14/02/2020"
"Queer Eye: Sæson 4: How Wanda Got Her Groove Back","14/02/2020"
"Riverdale: Sæson 4: Kapitel 70: The Ides of March","14/02/2020"
"Queer Eye: Sæson 4: Stoner Skates By","11/02/2020"
"Queer Eye: Sæson 4: Disabled but Not Really","11/02/2020"
"Queer Eye: Sæson 4: Without Further Ado","11/02/2020"
"Glow Up: Sæson 1: The Final","11/02/2020"
"Brooklyn Nine-Nine: Sæson 5: The Venue","10/02/2020"
"Brooklyn Nine-Nine: Sæson 5: Bad Beat","10/02/2020"
"Brooklyn Nine-Nine: Sæson 5: HalloVeen","10/02/2020"
"Lucifer: Sæson 4: O, Ye of Little Faith, Father","10/02/2020"
"Glow Up: Sæson 1: Makeup Through the Decades","09/02/2020"
"3 %: Sæson 2: Kapitel 01: Spejl","06/02/2020"
"3 %: Sæson 1: Kapitel 08: Knap","06/02/2020"
"3 %: Sæson 1: Kapitel 07: Kapsel","06/02/2020"
"3 %: Sæson 1: Kapitel 06: Glas","06/02/2020"
"3 %: Sæson 1: Kapitel 05: Vand","06/02/2020"
"Riverdale: Sæson 4: Kapitel 69: Men of Honor","06/02/2020"
"Love Alarm: Sæson 1: There’s Nothing Anyone Can Do When You Like Someone","05/02/2020"
"Love Alarm: Sæson 1: The Flash of Lightning Before It Thunders","05/02/2020"
"Chilling Adventures of Sabrina: Del 3: Kapitel 28: Sabrina Is Legend","05/02/2020"
"Chilling Adventures of Sabrina: Del 3: Kapitel 27: The Judas Kiss","05/02/2020"
"Chilling Adventures of Sabrina: Del 3: Kapitel 26: All of Them Witches","05/02/2020"
"Brooklyn Nine-Nine: Sæson 5: Kicks","05/02/2020"
"Brooklyn Nine-Nine: Sæson 5: The Big House – del 2","05/02/2020"
"Chilling Adventures of Sabrina: Del 3: Kapitel 25: The Devil Within","04/02/2020"
"Ragnarok: Sæson 1: Ja, vi elsker dette landet","03/02/2020"
"Ragnarok: Sæson 1: Atomnummer 48","03/02/2020"
"Ragnarok: Sæson 1: Ginnungagap","03/02/2020"
"Ragnarok: Sæson 1: Jutulheim","03/02/2020"
"Ragnarok: Sæson 1: 541 meter","03/02/2020"
"Ragnarok: Sæson 1: Ny dreng","03/02/2020"
"Life: Sæson 1: Episode 1","03/02/2020"
"Riverdale: Sæson 4: Kapitel 68: Quiz Show","02/02/2020"
"Brooklyn Nine-Nine: Sæson 5: The Big House – del 1","02/02/2020"
"Lucifer: Sæson 4: Somebody’s Been Reading Dante’s Inferno","02/02/2020"
"Lucifer: Sæson 4: Everything's Okay","02/02/2020"
"Lucifer: Sæson 3: Once Upon a Time","02/02/2020"
"Lucifer: Sæson 3: Boo Normal","02/02/2020"
"Lucifer: Sæson 3: A Devil of My Word","02/02/2020"
"Lucifer: Sæson 3: Quintessential Deckerstar","02/02/2020"
"Lucifer: Sæson 3: All Hands on Decker","30/01/2020"
"Lucifer: Sæson 3: Anything Pierce Can Do I Can Do Better","30/01/2020"
"Chilling Adventures of Sabrina: Del 3: Kapitel 24: The Hare Moon","30/01/2020"
"Chilling Adventures of Sabrina: Del 3: Kapitel 23: Heavy Is the Crown","29/01/2020"
"Chilling Adventures of Sabrina: Del 3: Kapitel 22: Drag Me to Hell","29/01/2020"
"Chilling Adventures of Sabrina: Del 3: Kapitel 21: The Hellbound Heart","28/01/2020"
"Lucifer: Sæson 3: The Angel of San Bernardino","28/01/2020"
"Lucifer: Sæson 3: Orange Is the New Maze","28/01/2020"
"Lucifer: Sæson 3: The Last Heartbreak","27/01/2020"
"Lucifer: Sæson 3: Let Pinhead Sing!","27/01/2020"
"3 %: Sæson 1: Kapitel 04: Indgang","27/01/2020"
"3 %: Sæson 1: Kapitel 03: Tunnel","27/01/2020"
"3 %: Sæson 1: Kapitel 02: Mønter","27/01/2020"
"3 %: Sæson 1: Kapitel 01: Terninger","26/01/2020"
"Erased: Sæson 1: Episode 11","24/01/2020"
"Erased: Sæson 1: Episode 10","24/01/2020"
"Erased: Sæson 1: Episode 9","24/01/2020"
"Erased: Sæson 1: Episode 8","24/01/2020"
"Erased: Sæson 1: Episode 7","24/01/2020"
"Sex Education: Sæson 2: Episode 4","24/01/2020"
"Sex Education: Sæson 2: Episode 3","24/01/2020"
"Riverdale: Sæson 4: Kapitel 67: Varsity Blues","23/01/2020"
"Glow Up: Sæson 1: London Fashion Week","23/01/2020"
"Glow Up: Sæson 1: West End Theatre","22/01/2020"
"Sex Education: Sæson 2: Episode 2","20/01/2020"
"Sex Education: Sæson 2: Episode 1","20/01/2020"
"Erased: Sæson 1: Episode 6","20/01/2020"
"Erased: Sæson 1: Episode 5","20/01/2020"
"Erased: Sæson 1: Episode 4","20/01/2020"
"Erased: Sæson 1: Episode 3","19/01/2020"
"Erased: Sæson 1: Episode 2","19/01/2020"
"Erased: Sæson 1: Episode 1","19/01/2020"
"The Crown: Sæson 1: Andejagten","15/01/2020"
"Erased: Sæson 1: Treasure","15/01/2020"
"Erased: Sæson 1: Future","15/01/2020"
"Erased: Sæson 1: Joy","15/01/2020"
"Erased: Sæson 1: Closure","15/01/2020"
"Erased: Sæson 1: Spiral","15/01/2020"
"Lucifer: Sæson 3: Infernal Guinea Pig","14/01/2020"
"Lucifer: Sæson 3: High School Poppycock","14/01/2020"
"Glow Up: Sæson 1: Red Carpet","14/01/2020"
"Glow Up: Sæson 1: Social Media","14/01/2020"
"Erased: Sæson 1: Out of Control","14/01/2020"
"Erased: Sæson 1: Grim Reaper","14/01/2020"
"Du: Sæson 2: Love, Actually","13/01/2020"
"Du: Sæson 2: Joe, privat detektiv","13/01/2020"
"Du: Sæson 2: Fear and Loathing in Beverly Hills","13/01/2020"
"Erased: Sæson 1: Getaway","13/01/2020"
"Erased: Sæson 1: Accomplishment","13/01/2020"
"Erased: Sæson 1: Birthmark","13/01/2020"
"Erased: Sæson 1: Palm of the Hand","13/01/2020"
"Erased: Sæson 1: Flashing Before My Eyes","13/01/2020"
"Glow Up: Sæson 1: Movie Prosthetics","13/01/2020"
"Lucifer: Sæson 3: My Brother's Keeper","12/01/2020"
"Lucifer: Sæson 3: 'Til Death Do Us Part","12/01/2020"
"Du: Sæson 2: Eks-istentiel krise","12/01/2020"
"Du: Sæson 2: Farvel min nuser","12/01/2020"
"Du: Sæson 2: Hav en god Wellkend, Joe!","11/01/2020"
"Du: Sæson 2: Den gode, den onde og Hendy","11/01/2020"
"Du: Sæson 2: Hvad er venner til for?","11/01/2020"
"Du: Sæson 2: Fingerspidsen","11/01/2020"
"Du: Sæson 2: At starte på en frisk","11/01/2020"
"Du: Sæson 1: Blåskægs slot","10/01/2020"
"Du: Sæson 1: Candace","10/01/2020"
"Lucifer: Sæson 3: All About Her","09/01/2020"
"Du: Sæson 1: Du har mig, skat","09/01/2020"
"Du: Sæson 1: Altinghold","09/01/2020"
"Du: Sæson 1: Amour Fou","09/01/2020"
"Du: Sæson 1: At leve med fjenden","09/01/2020"
"Du: Sæson 1: Kaptajnen","08/01/2020"
"Du: Sæson 1: Måske","08/01/2020"
"Du: Sæson 1: Den sidste søde fyr i New York","08/01/2020"
"Glow Up: Sæson 1: Magazine Beauty Editorial","08/01/2020"
"Du: Sæson 1: Pilotepisode","07/01/2020"
"The Witcher: Sæson 1: Much More","07/01/2020"
"The Witcher: Sæson 1: Before a Fall","06/01/2020"
"The Witcher: Sæson 1: Rare Species","06/01/2020"
"The Witcher: Sæson 1: Bottled Appetites","06/01/2020"
"Avatar: Avatar: Luftens sidste mester – bog 1: Den dybe kløft","04/01/2020"
"Avatar: Avatar: Luftens sidste mester – bog 1: Jet","02/01/2020"
"Avatar: Avatar: Luftens sidste mester – bog 1: Vandbetvingerrullen","02/01/2020"
"Avatar: Avatar: Luftens sidste mester – bog 1: Winter Solstice: Del 2: Avatar Roku","02/01/2020"
"Avatar: Avatar: Luftens sidste mester – bog 1: Winter Solstice: Del 1: The Spirit World","30/12/2019"
"How I Met Your Mother: Sæson 1: Life Among the Gorillas","30/12/2019"
"How I Met Your Mother: Sæson 1: Cupcake","27/12/2019"
"How I Met Your Mother: Sæson 1: Game Night","27/12/2019"
"How I Met Your Mother: Sæson 1: Zip, Zip, Zip","27/12/2019"
"How I Met Your Mother: Sæson 1: Drumroll, Please","27/12/2019"
"How I Met Your Mother: Sæson 1: The Wedding","27/12/2019"
"How I Met Your Mother: Sæson 1: The Limo","27/12/2019"
"How I Met Your Mother: Sæson 1: The Pineapple Incident","27/12/2019"
"How I Met Your Mother: Sæson 1: Belly Full of Turkey","27/12/2019"
"How I Met Your Mother: Sæson 1: The Duel","27/12/2019"
"How I Met Your Mother: Sæson 1: Matchmaker","27/12/2019"
"How I Met Your Mother: Sæson 1: The Slutty Pumpkin","27/12/2019"
"Triad Princess: Sæson 1: Shing Bwei","27/12/2019"
"Charlie's Angels","26/12/2019"
"The Witcher: Sæson 1: Of Banquets, Bastards and Burials","26/12/2019"
"The Witcher: Sæson 1: Betrayer Moon","26/12/2019"
"The Witcher: Sæson 1: Four Marks","24/12/2019"
"The Witcher: Sæson 1: The End’s Beginning","24/12/2019"
"Sherlock: Sæson 4: The Lying Detective","23/12/2019"
"A Christmas Prince: The Royal Baby","18/12/2019"
"Sherlock: Sæson 4: The Six Thatchers","18/12/2019"
"How I Met Your Mother: Sæson 1: Okay Awesome","18/12/2019"
"How I Met Your Mother: Sæson 1: Return of the Shirt","18/12/2019"
"How I Met Your Mother: Sæson 1: The Sweet Taste of Liberty","18/12/2019"
"Sherlock: Sæson 3: The Abominable Bride","17/12/2019"
"Lucifer: Sæson 3: City of Angels?","15/12/2019"
"Lucifer: Sæson 3: The Sin Bin","15/12/2019"
"Sherlock: Sæson 3: His Last Vow","15/12/2019"
"Riverdale: Sæson 4: Kapitel 66: Tangerine","12/12/2019"
"Lucifer: Sæson 3: The Sinnerman","08/12/2019"
"Riverdale: Sæson 4: Kapitel 65: In Treatment","06/12/2019"
"Lucifer: Sæson 3: Chloe Does Lucifer","04/12/2019"
"Lucifer: Sæson 3: Off the Record","03/12/2019"
"The Knight Before Christmas","01/12/2019"
"","30/11/2019"
"Riverdale: Sæson 4: Kapitel 64: The Ice Storm","29/11/2019"
"Lucifer: Sæson 3: Vegas with Some Radish","28/11/2019"
"Drageprinsen: Sæson 3: Midnatsørkenen","26/11/2019"
"Drageprinsen: Sæson 3: Spøgelse","26/11/2019"
"Drageprinsen: Sæson 3: Kronen","26/11/2019"
"Drageprinsen: Sæson 3: Sol Regem","25/11/2019"
"A Christmas Prince: The Royal Wedding","21/11/2019"
"A Christmas Prince","20/11/2019"
"Klaus","20/11/2019"
"Charlie's Angels: Uden hæmninger","16/11/2019"
"The King","14/11/2019"
"Riverdale: Sæson 4: Kapitel 63: Hereditary","14/11/2019"
"Carmen Sandiego: Sæson 2: Dybhavsaffæren","10/11/2019"
"Carmen Sandiego: Sæson 2: Affæren om afrikanske diamanter","10/11/2019"
"Carmen Sandiego: Sæson 2: Stockholmsyndromaffæren","10/11/2019"
"Riverdale: Sæson 4: Kapitel 62: Witness for the Prosecution","10/11/2019"
"Lucifer: Sæson 3: Welcome Back, Charlotte Richards","10/11/2019"
"Lucifer: Sæson 3: What Would Lucifer Do?","10/11/2019"
"She-Ra og de mægtige prinsesser: Sæson 4: Skæbnen – del 2","09/11/2019"
"She-Ra og de mægtige prinsesser: Sæson 4: Skæbnen – del 1","09/11/2019"
"She-Ra og de mægtige prinsesser: Sæson 4: Bæstøen","09/11/2019"
"She-Ra og de mægtige prinsesser: Sæson 4: Splittelse","07/11/2019"
"She-Ra og de mægtige prinsesser: Sæson 4: Heltinde","07/11/2019"
"She-Ra og de mægtige prinsesser: Sæson 4: Drengeaften","07/11/2019"
"She-Ra og de mægtige prinsesser: Sæson 4: Havmysterier","07/11/2019"
"She-Ra og de mægtige prinsesser: Sæson 4: Prinsesse Scorpia","07/11/2019"
"She-Ra og de mægtige prinsesser: Sæson 4: Direktivet","07/11/2019"
"She-Ra og de mægtige prinsesser: Sæson 4: Puls","07/11/2019"
"She-Ra og de mægtige prinsesser: Sæson 4: Flakserina","07/11/2019"
"She-Ra og de mægtige prinsesser: Sæson 4: De fortabtes dal","07/11/2019"
"She-Ra og de mægtige prinsesser: Sæson 4: Kroningen","07/11/2019"
"Daybreak: Sæson 1: FWASH-BOOOOOOOOOOOOOOOOOOOOOOOOOM!","04/11/2019"
"Daybreak: Sæson 1: Josh vs. the Apocalypse – del 2","04/11/2019"
"Daybreak: Sæson 1: Post Mates","04/11/2019"
"Daybreak: Sæson 1: Canta Tu Vida","04/11/2019"
"Daybreak: Sæson 1: 5318008","04/11/2019"
"Daybreak: Sæson 1: Homecoming Redux or My So Called Stunt Double Life","02/11/2019"
"Daybreak: Sæson 1: MMMMMMM-HMMMMMM","02/11/2019"
"Daybreak: Sæson 1: The Slime Queenpin of Glendale, CA","01/11/2019"
"Riverdale: Sæson 4: Kapitel 61: Halloween","31/10/2019"
"Greenhouse Academy: Sæson 1: Pilotepisode","31/10/2019"
"Daybreak: Sæson 1: Schmuck Bait!","29/10/2019"
"Daybreak: Sæson 1: Josh vs. the Apocalypse – del 1","29/10/2019"
"Riverdale: Sæson 4: Kapitel 60: Dog Day Afternoon","28/10/2019"
"Carmen Sandiego: Sæson 2: Crackles kiwiaffære","21/10/2019"
"Carmen Sandiego: Sæson 2: Superbilaffæren","21/10/2019"
"Carmen Sandiego: Sæson 2: Affæren om teselskabet i Boston","21/10/2019"
"Carmen Sandiego: Sæson 2: Fashionista-affæren","20/10/2019"
"Carmen Sandiego: Sæson 2: Daisho-affæren","20/10/2019"
"Carmen Sandiego: Sæson 2: Affæren om Rios varme sten – del 2","20/10/2019"
"Toon: Sæson 1: Fest","20/10/2019"
"Lucifer: Sæson 3: Mr. and Mrs. Mazikeen Smith","20/10/2019"
"Lucifer: Sæson 3: The One with the Baby Carrot","20/10/2019"
"Aquaman","18/10/2019"
"Insatiable: Sæson 2: Gør dit bedste","18/10/2019"
"Vagabond: Sæson 1: Episode 1","17/10/2019"
"Insatiable: Sæson 2: Kvindebombe","17/10/2019"
"Insatiable: Sæson 2: Den smukkeste i fængslet","17/10/2019"
"Riverdale: Sæson 4: Kapitel 59: Fast Times at Riverdale High","17/10/2019"
"Insatiable: Sæson 2: Brasiliansk udryddelse","17/10/2019"
"Insatiable: Sæson 2: Spis og løb","16/10/2019"
"Insatiable: Sæson 2: Find Magnolia","16/10/2019"
"Insatiable: Sæson 2: Giftige Patty","16/10/2019"
"Insatiable: Sæson 2: Boomerang","16/10/2019"
"Insatiable: Sæson 2: Død pige","16/10/2019"
"Insatiable: Sæson 2: Gris","16/10/2019"
"Riverdale: Sæson 4: Kapitel 58: In Memoriam","15/10/2019"
"Crazy Rich Asians","10/10/2019"
"The Last Kingdom: Sæson 1: Episode 1","03/10/2019"
"The Politician: Sæson 1: The Assassination of Payton Hobart","02/10/2019"
"Carmen Sandiego: Sæson 2: Affæren om Rios varme sten – del 1","02/10/2019"
"Lucifer: Sæson 3: They're Back, Aren't They?","01/10/2019"
"Lucifer: Sæson 2: The Good, The Bad and The Crispy","01/10/2019"
"Lucifer: Sæson 2: Sympathy for the Goddess","01/10/2019"
"The Politician: Sæson 1: The Voter","30/09/2019"
"The Politician: Sæson 1: Gone Girl","30/09/2019"
"The Politician: Sæson 1: October Surprise","30/09/2019"
"The Politician: Sæson 1: The Harrington Commode","29/09/2019"
"The Politician: Sæson 1: Pilotepisode","29/09/2019"
"How I Met Your Mother: Sæson 1: Purple Giraffe","29/09/2019"
"The Good Place: Sæson 2: Somewhere Else","28/09/2019"
"The Good Place: Sæson 2: The Burrito","28/09/2019"
"The Good Place: Sæson 2: Rhonda, Diana, Jake, and Trent","28/09/2019"
"Lucifer: Sæson 2: God Johnson","27/09/2019"
"Merlin: Sæson 1: Valiant","27/09/2019"
"The Good Place: Sæson 2: Best Self","26/09/2019"
"The Good Place: Sæson 2: Leap to Faith","26/09/2019"
"The Good Place: Sæson 2: Derek","26/09/2019"
"The Good Place: Sæson 2: Janet and Michael","26/09/2019"
"The Good Place: Sæson 2: The Trolley Problem","26/09/2019"
"The Good Place: Sæson 2: Existential Crisis","26/09/2019"
"The Good Place: Sæson 2: Team Cockroach","26/09/2019"
"The Good Place: Sæson 2: Dance Dance Resolution","25/09/2019"
"The Good Place: Sæson 2: Everything Is Great!","25/09/2019"
"Lucifer: Sæson 2: Deceptive Little Parasite","24/09/2019"
"Winx Club: Sæson 1: En uventet begivenhed","24/09/2019"
"Yu-Gi-Oh!: Sæson 1: Hjertet i kortene","24/09/2019"
"Neo Yokio: Sæson 1: The Sea Beneath 14th St.","24/09/2019"
"My Little Pony: Venskab er ren magi: Sæson 1: Den sovende drage","24/09/2019"
"Warm Bodies","24/09/2019"
"Venner: Sæson 10: The Last One: del 1 og del 2","22/09/2019"
"Venner: Sæson 10: The One with Rachel's Going Away Party","22/09/2019"
"Venner: Sæson 10: The One Where Estelle Dies","22/09/2019"
"Venner: Sæson 10: The One with Princess Consuela","22/09/2019"
"Venner: Sæson 10: The One Where Joey Speaks French","22/09/2019"
"Venner: Sæson 10: The One with Phoebe's Wedding","21/09/2019"
"Venner: Sæson 10: The One Where the Stripper Cries","21/09/2019"
"Venner: Sæson 10: The One Where Chandler Gets Caught","21/09/2019"
"Venner: Sæson 10: The One with the Birth Mother","19/09/2019"
"Venner: Sæson 10: The One with the Late Thanksgiving","19/09/2019"
"Venner: Sæson 10: The One with The Home Study","19/09/2019"
"Venner: Sæson 10: The One with Ross's Grant","17/09/2019"
"Venner: Sæson 10: The One Where Rachel's Sister Babysits","15/09/2019"
"RuPaul's Drag Race: Sæson 6: Drag Queens of Talk","15/09/2019"
"Papirhuset: Del 1: Episode 2","15/09/2019"
"Papirhuset: Del 1: Episode 1","15/09/2019"
"Venner: Sæson 10: The One with the Cake","15/09/2019"
"Venner: Sæson 10: The One with Ross's Tan","15/09/2019"
"Venner: Sæson 10: The One Where Ross Is Fine","15/09/2019"
"Venner: Sæson 10: The One After Joey and Rachel Kiss","15/09/2019"
"Venner: Sæson 9: The One in Barbados: Del 2","15/09/2019"
"Venner: Sæson 9: The One in Barbados: Del 1","15/09/2019"
"Lucifer: Sæson 2: Candy Morningstar","14/09/2019"
"Lucifer: Sæson 2: A Good Day to Die","14/09/2019"
"Lucifer: Sæson 2: Love Handles","14/09/2019"
"Lucifer: Sæson 2: Stewardess Interruptus","14/09/2019"
"Lucifer: Sæson 2: Quid Pro Ho","14/09/2019"
"Lucifer: Sæson 2: Homewrecker","14/09/2019"
"Venner: Sæson 9: The One with the Donor","12/09/2019"
"Venner: Sæson 9: The One with the Fertility Test","12/09/2019"
"Venner: Sæson 9: The One with the Soap Opera Party","12/09/2019"
"Venner: Sæson 9: The One with Rachel's Dream","12/09/2019"
"Venner: Sæson 9: The One with the Lottery","12/09/2019"
"Venner: Sæson 9: The One with the Memorial Service","11/09/2019"
"Venner: Sæson 9: The One with the Boob Job","11/09/2019"
"Venner: Sæson 9: The One with the Mugging","11/09/2019"
"Venner: Sæson 9: The One with the Blind Dates","11/09/2019"
"Venner: Sæson 9: The One Where Monica Sings","11/09/2019"
"Venner: Sæson 9: The One with Phoebe's Rats","11/09/2019"
"Smallfoot","10/09/2019"
"Venner: Sæson 9: The One Where Rachel Goes Back to Work","10/09/2019"
"Venner: Sæson 9: The One with Christmas in Tulsa","10/09/2019"
"Venner: Sæson 9: The One with Rachel's Phone Number","10/09/2019"
"Venner: Sæson 9: The One with Rachel's Other Sister","10/09/2019"
"Venner: Sæson 9: The One with Ross' Inappropriate Sang","10/09/2019"
"Venner: Sæson 9: The One with the Male Nanny","10/09/2019"
"Venner: Sæson 9: The One with Phoebe's Birthday Dinner","10/09/2019"
"Venner: Sæson 9: The One with the Sharks","10/09/2019"
"Venner: Sæson 9: The One with the Pediatrician","09/09/2019"
"Venner: Sæson 9: The One Where Emma Cries","09/09/2019"
"Venner: Sæson 9: The One Where No One Proposes","09/09/2019"
"Venner: Sæson 8: The One Where Rachel Has a Baby: Del 2","09/09/2019"
"Venner: Sæson 8: The One Where Rachel Has a Baby: Del 1","09/09/2019"
"Venner: Sæson 8: The One Where Rachel Is Late","08/09/2019"
"Venner: Sæson 8: The One with the Cooking Class","08/09/2019"
"Venner: Sæson 8: The One with Joey's Interview","07/09/2019"
"Venner: Sæson 8: The One in Massapequa","07/09/2019"
"Venner: Sæson 8: The One with the Tea Leaves","07/09/2019"
"Venner: Sæson 8: The One Where Joey Tells Rachel","07/09/2019"
"Venner: Sæson 8: The One with the Birthing Video","07/09/2019"
"Venner: Sæson 8: The One with the Secret Closet","07/09/2019"
"Grace and Frankie: Sæson 1: Enden","05/09/2019"
"Venner: Sæson 8: The One Where Chandler Takes a Bath","05/09/2019"
"Venner: Sæson 8: The One Where Joey Dates Rachel","05/09/2019"
"Venner: Sæson 8: The One with the Creepy Holiday Card","05/09/2019"
"Venner: Sæson 8: The One with Monica's Boots","05/09/2019"
"Venner: Sæson 8: The One with the Rumor","04/09/2019"
"Venner: Sæson 8: The One with the Stripper","04/09/2019"
"Venner: Sæson 8: The One with the Stain","04/09/2019"
"Lucifer: Sæson 2: Trip to Stabby Town","03/09/2019"
"Venner: Sæson 8: The One with the Halloween Party","03/09/2019"
"Venner: Sæson 8: The One with Rachel's Date","03/09/2019"
"Venner: Sæson 8: The One with the Videotape","02/09/2019"
"Dark Shadows","29/08/2019"
"Derry Girls: Sæson 1: Episode 1","29/08/2019"
"White Chicks","26/08/2019"
"Frie tøjler: Sæson 3: SOS","22/08/2019"
"Frie tøjler: Sæson 3: Sejrsparade","22/08/2019"
"Frie tøjler: Sæson 3: Prinsesse","22/08/2019"
"She-Ra og de mægtige prinsesser: Sæson 3: Portalen","18/08/2019"
"She-Ra og de mægtige prinsesser: Sæson 3: Minder","18/08/2019"
"She-Ra og de mægtige prinsesser: Sæson 3: Sandhedens øjeblik","18/08/2019"
"She-Ra og de mægtige prinsesser: Sæson 3: Der var engang i Purpur Ødeland","18/08/2019"
"She-Ra og de mægtige prinsesser: Sæson 3: Jagtera","18/08/2019"
"She-Ra og de mægtige prinsesser: Sæson 3: Magtens pris","18/08/2019"
"Lucifer: Sæson 2: My Little Monkey","15/08/2019"
"Lucifer: Sæson 2: Monster","15/08/2019"
"Lucifer: Sæson 2: The Weaponizer","15/08/2019"
"Lucifer: Sæson 2: Lady Parts","14/08/2019"
"Lucifer: Sæson 2: Sin-Eater","14/08/2019"
"Lucifer: Sæson 2: Liar, Liar, Slutty Dress on Fire","06/08/2019"
"Lucifer: Sæson 2: Everything's Coming Up Lucifer","06/08/2019"
"Lucifer: Sæson 1: Take Me Back to Hell","06/08/2019"
"Lucifer: Sæson 1: #TeamLucifer","05/08/2019"
"Lucifer: Sæson 1: St. Lucifer","05/08/2019"
"Lucifer: Sæson 1: Pops","04/08/2019"
"Lucifer: Sæson 1: A Priest Walks into a Bar","31/07/2019"
"Once Upon a Time: Sæson 1: Pilotepisode","25/07/2019"
